a_atom,a_name,b_atom,b_name,c_atom,c_name,x_atom,x_atom_name,xc_config_id,xc_orbit_id,x_live,c_relation_to_target,tensor_rhs,equation_template
0,"A[0,0]",7,"B[2,1]",2,"C[0,2]",7,"X[0,0|2,1]",65,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[0,2] = 0"
0,"A[0,0]",7,"B[2,1]",3,"C[1,0]",7,"X[0,0|2,1]",66,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[1,0] = 0"
0,"A[0,0]",7,"B[2,1]",4,"C[1,1]",7,"X[0,0|2,1]",67,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[1,1] = 0"
0,"A[0,0]",7,"B[2,1]",5,"C[1,2]",7,"X[0,0|2,1]",68,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[1,2] = 0"
0,"A[0,0]",7,"B[2,1]",6,"C[2,0]",7,"X[0,0|2,1]",69,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[2,0] = 0"
0,"A[0,0]",7,"B[2,1]",7,"C[2,1]",7,"X[0,0|2,1]",70,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[2,1] = 0"
0,"A[0,0]",7,"B[2,1]",8,"C[2,2]",7,"X[0,0|2,1]",71,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,1]*c_k[2,2] = 0"
0,"A[0,0]",8,"B[2,2]",0,"C[0,0]",8,"X[0,0|2,2]",72,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[0,0] = 0"
0,"A[0,0]",8,"B[2,2]",1,"C[0,1]",8,"X[0,0|2,2]",73,5,False,same_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[0,1] = 0"
0,"A[0,0]",8,"B[2,2]",2,"C[0,2]",8,"X[0,0|2,2]",74,4,False,exact_target,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[0,2] = 0"
0,"A[0,0]",8,"B[2,2]",3,"C[1,0]",8,"X[0,0|2,2]",75,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[1,0] = 0"
0,"A[0,0]",8,"B[2,2]",4,"C[1,1]",8,"X[0,0|2,2]",76,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[1,1] = 0"
0,"A[0,0]",8,"B[2,2]",5,"C[1,2]",8,"X[0,0|2,2]",77,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[1,2] = 0"
0,"A[0,0]",8,"B[2,2]",6,"C[2,0]",8,"X[0,0|2,2]",78,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[2,0] = 0"
0,"A[0,0]",8,"B[2,2]",7,"C[2,1]",8,"X[0,0|2,2]",79,7,False,diff_row_diff_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[2,1] = 0"
0,"A[0,0]",8,"B[2,2]",8,"C[2,2]",8,"X[0,0|2,2]",80,6,False,diff_row_same_col,0,"sum_k a_k[0,0]*b_k[2,2]*c_k[2,2] = 0"
1,"A[0,1]",0,"B[0,0]",0,"C[0,0]",9,"X[0,1|0,0]",81,4,False,exact_target,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[0,0] = 0"
1,"A[0,1]",0,"B[0,0]",1,"C[0,1]",9,"X[0,1|0,0]",82,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[0,1] = 0"
1,"A[0,1]",0,"B[0,0]",2,"C[0,2]",9,"X[0,1|0,0]",83,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[0,2] = 0"
1,"A[0,1]",0,"B[0,0]",3,"C[1,0]",9,"X[0,1|0,0]",84,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[1,0] = 0"
1,"A[0,1]",0,"B[0,0]",4,"C[1,1]",9,"X[0,1|0,0]",85,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[1,1] = 0"
1,"A[0,1]",0,"B[0,0]",5,"C[1,2]",9,"X[0,1|0,0]",86,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[1,2] = 0"
1,"A[0,1]",0,"B[0,0]",6,"C[2,0]",9,"X[0,1|0,0]",87,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[2,0] = 0"
1,"A[0,1]",0,"B[0,0]",7,"C[2,1]",9,"X[0,1|0,0]",88,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[2,1] = 0"
1,"A[0,1]",0,"B[0,0]",8,"C[2,2]",9,"X[0,1|0,0]",89,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,0]*c_k[2,2] = 0"
1,"A[0,1]",1,"B[0,1]",0,"C[0,0]",10,"X[0,1|0,1]",90,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[0,0] = 0"
1,"A[0,1]",1,"B[0,1]",1,"C[0,1]",10,"X[0,1|0,1]",91,4,False,exact_target,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[0,1] = 0"
1,"A[0,1]",1,"B[0,1]",2,"C[0,2]",10,"X[0,1|0,1]",92,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[0,2] = 0"
1,"A[0,1]",1,"B[0,1]",3,"C[1,0]",10,"X[0,1|0,1]",93,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[1,0] = 0"
1,"A[0,1]",1,"B[0,1]",4,"C[1,1]",10,"X[0,1|0,1]",94,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[1,1] = 0"
1,"A[0,1]",1,"B[0,1]",5,"C[1,2]",10,"X[0,1|0,1]",95,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[1,2] = 0"
1,"A[0,1]",1,"B[0,1]",6,"C[2,0]",10,"X[0,1|0,1]",96,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[2,0] = 0"
1,"A[0,1]",1,"B[0,1]",7,"C[2,1]",10,"X[0,1|0,1]",97,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[2,1] = 0"
1,"A[0,1]",1,"B[0,1]",8,"C[2,2]",10,"X[0,1|0,1]",98,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,1]*c_k[2,2] = 0"
1,"A[0,1]",2,"B[0,2]",0,"C[0,0]",11,"X[0,1|0,2]",99,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[0,0] = 0"
1,"A[0,1]",2,"B[0,2]",1,"C[0,1]",11,"X[0,1|0,2]",100,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[0,1] = 0"
1,"A[0,1]",2,"B[0,2]",2,"C[0,2]",11,"X[0,1|0,2]",101,4,False,exact_target,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[0,2] = 0"
1,"A[0,1]",2,"B[0,2]",3,"C[1,0]",11,"X[0,1|0,2]",102,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[1,0] = 0"
1,"A[0,1]",2,"B[0,2]",4,"C[1,1]",11,"X[0,1|0,2]",103,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[1,1] = 0"
1,"A[0,1]",2,"B[0,2]",5,"C[1,2]",11,"X[0,1|0,2]",104,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[1,2] = 0"
1,"A[0,1]",2,"B[0,2]",6,"C[2,0]",11,"X[0,1|0,2]",105,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[2,0] = 0"
1,"A[0,1]",2,"B[0,2]",7,"C[2,1]",11,"X[0,1|0,2]",106,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[2,1] = 0"
1,"A[0,1]",2,"B[0,2]",8,"C[2,2]",11,"X[0,1|0,2]",107,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[0,2]*c_k[2,2] = 0"
1,"A[0,1]",3,"B[1,0]",0,"C[0,0]",12,"X[0,1|1,0]",108,0,True,exact_target,1,"sum_k a_k[0,1]*b_k[1,0]*c_k[0,0] = 1"
1,"A[0,1]",3,"B[1,0]",1,"C[0,1]",12,"X[0,1|1,0]",109,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[0,1] = 0"
1,"A[0,1]",3,"B[1,0]",2,"C[0,2]",12,"X[0,1|1,0]",110,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[0,2] = 0"
1,"A[0,1]",3,"B[1,0]",3,"C[1,0]",12,"X[0,1|1,0]",111,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[1,0] = 0"
1,"A[0,1]",3,"B[1,0]",4,"C[1,1]",12,"X[0,1|1,0]",112,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[1,1] = 0"
1,"A[0,1]",3,"B[1,0]",5,"C[1,2]",12,"X[0,1|1,0]",113,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[1,2] = 0"
1,"A[0,1]",3,"B[1,0]",6,"C[2,0]",12,"X[0,1|1,0]",114,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[2,0] = 0"
1,"A[0,1]",3,"B[1,0]",7,"C[2,1]",12,"X[0,1|1,0]",115,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[2,1] = 0"
1,"A[0,1]",3,"B[1,0]",8,"C[2,2]",12,"X[0,1|1,0]",116,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,0]*c_k[2,2] = 0"
1,"A[0,1]",4,"B[1,1]",0,"C[0,0]",13,"X[0,1|1,1]",117,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[0,0] = 0"
1,"A[0,1]",4,"B[1,1]",1,"C[0,1]",13,"X[0,1|1,1]",118,0,True,exact_target,1,"sum_k a_k[0,1]*b_k[1,1]*c_k[0,1] = 1"
1,"A[0,1]",4,"B[1,1]",2,"C[0,2]",13,"X[0,1|1,1]",119,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[0,2] = 0"
1,"A[0,1]",4,"B[1,1]",3,"C[1,0]",13,"X[0,1|1,1]",120,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[1,0] = 0"
1,"A[0,1]",4,"B[1,1]",4,"C[1,1]",13,"X[0,1|1,1]",121,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[1,1] = 0"
1,"A[0,1]",4,"B[1,1]",5,"C[1,2]",13,"X[0,1|1,1]",122,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[1,2] = 0"
1,"A[0,1]",4,"B[1,1]",6,"C[2,0]",13,"X[0,1|1,1]",123,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[2,0] = 0"
1,"A[0,1]",4,"B[1,1]",7,"C[2,1]",13,"X[0,1|1,1]",124,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[2,1] = 0"
1,"A[0,1]",4,"B[1,1]",8,"C[2,2]",13,"X[0,1|1,1]",125,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,1]*c_k[2,2] = 0"
1,"A[0,1]",5,"B[1,2]",0,"C[0,0]",14,"X[0,1|1,2]",126,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[0,0] = 0"
1,"A[0,1]",5,"B[1,2]",1,"C[0,1]",14,"X[0,1|1,2]",127,1,True,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[0,1] = 0"
1,"A[0,1]",5,"B[1,2]",2,"C[0,2]",14,"X[0,1|1,2]",128,0,True,exact_target,1,"sum_k a_k[0,1]*b_k[1,2]*c_k[0,2] = 1"
1,"A[0,1]",5,"B[1,2]",3,"C[1,0]",14,"X[0,1|1,2]",129,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[1,0] = 0"
1,"A[0,1]",5,"B[1,2]",4,"C[1,1]",14,"X[0,1|1,2]",130,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[1,1] = 0"
1,"A[0,1]",5,"B[1,2]",5,"C[1,2]",14,"X[0,1|1,2]",131,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[1,2] = 0"
1,"A[0,1]",5,"B[1,2]",6,"C[2,0]",14,"X[0,1|1,2]",132,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[2,0] = 0"
1,"A[0,1]",5,"B[1,2]",7,"C[2,1]",14,"X[0,1|1,2]",133,3,True,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[2,1] = 0"
1,"A[0,1]",5,"B[1,2]",8,"C[2,2]",14,"X[0,1|1,2]",134,2,True,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[1,2]*c_k[2,2] = 0"
1,"A[0,1]",6,"B[2,0]",0,"C[0,0]",15,"X[0,1|2,0]",135,4,False,exact_target,0,"sum_k a_k[0,1]*b_k[2,0]*c_k[0,0] = 0"
1,"A[0,1]",6,"B[2,0]",1,"C[0,1]",15,"X[0,1|2,0]",136,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[2,0]*c_k[0,1] = 0"
1,"A[0,1]",6,"B[2,0]",2,"C[0,2]",15,"X[0,1|2,0]",137,5,False,same_row_diff_col,0,"sum_k a_k[0,1]*b_k[2,0]*c_k[0,2] = 0"
1,"A[0,1]",6,"B[2,0]",3,"C[1,0]",15,"X[0,1|2,0]",138,6,False,diff_row_same_col,0,"sum_k a_k[0,1]*b_k[2,0]*c_k[1,0] = 0"
1,"A[0,1]",6,"B[2,0]",4,"C[1,1]",15,"X[0,1|2,0]",139,7,False,diff_row_diff_col,0,"sum_k a_k[0,1]*b_k[2,0]*c_k[1,1] = 0"
