profile_orbit_id,canonical_profile,profile_matrix,cxxc_orbit0_support,cxxc_orbit30_support,support_pair_count,max_fiber_activation,nonzero_fibers,fibers_with_0,fibers_with_1,fibers_with_2,fibers_with_3,sample_a_support,sample_b_support,is_generic_full_support_profile
312,"(0, 1, 1, 0, 1, 2, 1, 0, 2)","[[0, 1, 1], [0, 1, 2], [1, 0, 2]]",8,2,216,2,6,3,4,2,0,011/110/100,101/100/110,False
313,"(0, 1, 1, 0, 1, 2, 1, 1, 0)","[[0, 1, 1], [0, 1, 2], [1, 1, 0]]",7,1,216,2,6,3,5,1,0,101/010/100,110/011/100,False
314,"(0, 1, 1, 0, 1, 2, 1, 1, 1)","[[0, 1, 1], [0, 1, 2], [1, 1, 1]]",8,1,648,2,7,2,6,1,0,101/010/100,110/111/100,False
315,"(0, 1, 1, 0, 1, 2, 1, 1, 2)","[[0, 1, 1], [0, 1, 2], [1, 1, 2]]",9,2,648,2,7,2,5,2,0,101/110/100,101/110/100,False
316,"(0, 1, 1, 0, 1, 2, 1, 1, 3)","[[0, 1, 1], [0, 1, 2], [1, 1, 3]]",10,4,216,3,7,2,5,1,1,111/110/100,101/100/110,False
317,"(0, 1, 1, 0, 1, 2, 1, 2, 1)","[[0, 1, 1], [0, 1, 2], [1, 2, 1]]",9,2,216,2,7,2,5,2,0,101/110/100,110/011/100,False
318,"(0, 1, 1, 0, 1, 2, 1, 2, 2)","[[0, 1, 1], [0, 1, 2], [1, 2, 2]]",10,3,432,2,7,2,4,3,0,101/110/100,110/111/100,False
319,"(0, 1, 1, 0, 1, 2, 1, 2, 3)","[[0, 1, 1], [0, 1, 2], [1, 2, 3]]",11,5,216,3,7,2,4,2,1,111/110/100,110/100/111,False
320,"(0, 1, 1, 0, 1, 3, 0, 1, 3)","[[0, 1, 1], [0, 1, 3], [0, 1, 3]]",10,6,54,3,6,3,4,0,2,111/111/100,110/100/100,False
321,"(0, 1, 1, 0, 2, 2, 0, 2, 2)","[[0, 1, 1], [0, 2, 2], [0, 2, 2]]",10,4,1107,2,6,3,2,4,0,110/110/100,110/110/000,False
322,"(0, 1, 1, 0, 2, 2, 0, 2, 3)","[[0, 1, 1], [0, 2, 2], [0, 2, 3]]",11,6,216,3,6,3,2,3,1,111/110/100,110/110/100,False
323,"(0, 1, 1, 0, 2, 2, 0, 3, 3)","[[0, 1, 1], [0, 2, 2], [0, 3, 3]]",12,8,162,3,6,3,2,2,2,111/110/100,110/110/110,False
324,"(0, 1, 1, 0, 2, 2, 1, 0, 1)","[[0, 1, 1], [0, 2, 2], [1, 0, 1]]",8,2,216,2,6,3,4,2,0,101/010/100,110/101/110,False
325,"(0, 1, 1, 0, 2, 2, 1, 1, 1)","[[0, 1, 1], [0, 2, 2], [1, 1, 1]]",9,2,324,2,7,2,5,2,0,101/010/100,110/111/110,False
326,"(0, 1, 1, 0, 2, 2, 1, 1, 2)","[[0, 1, 1], [0, 2, 2], [1, 1, 2]]",10,3,432,2,7,2,4,3,0,101/110/100,110/101/110,False
327,"(0, 1, 1, 0, 2, 2, 1, 2, 2)","[[0, 1, 1], [0, 2, 2], [1, 2, 2]]",11,4,324,2,7,2,3,4,0,101/110/100,110/111/110,False
328,"(0, 1, 1, 0, 2, 2, 1, 2, 3)","[[0, 1, 1], [0, 2, 2], [1, 2, 3]]",12,6,216,3,7,2,3,3,1,111/110/100,101/101/110,False
329,"(0, 1, 1, 0, 2, 2, 1, 3, 3)","[[0, 1, 1], [0, 2, 2], [1, 3, 3]]",13,8,108,3,7,2,3,2,2,111/110/100,110/110/111,False
330,"(0, 1, 1, 0, 2, 3, 0, 2, 3)","[[0, 1, 1], [0, 2, 3], [0, 2, 3]]",12,8,108,3,6,3,2,2,2,111/111/100,110/110/100,False
331,"(0, 1, 1, 0, 3, 3, 0, 3, 3)","[[0, 1, 1], [0, 3, 3], [0, 3, 3]]",14,12,27,3,6,3,2,0,4,111/111/100,110/110/110,False
332,"(0, 1, 1, 1, 0, 1, 1, 1, 0)","[[0, 1, 1], [1, 0, 1], [1, 1, 0]]",6,0,72,1,6,3,6,0,0,001/010/100,011/101/110,False
333,"(0, 1, 1, 1, 0, 1, 1, 1, 1)","[[0, 1, 1], [1, 0, 1], [1, 1, 1]]",7,0,648,1,7,2,7,0,0,001/010/100,111/101/110,False
334,"(0, 1, 1, 1, 0, 1, 1, 1, 2)","[[0, 1, 1], [1, 0, 1], [1, 1, 2]]",8,1,2052,2,7,2,6,1,0,110/010/100,101/110/000,False
335,"(0, 1, 1, 1, 0, 1, 1, 1, 3)","[[0, 1, 1], [1, 0, 1], [1, 1, 3]]",9,3,108,3,7,2,6,0,1,111/010/100,101/110/100,False
336,"(0, 1, 1, 1, 0, 1, 1, 2, 1)","[[0, 1, 1], [1, 0, 1], [1, 2, 1]]",8,1,216,2,7,2,6,1,0,101/010/100,011/101/110,False
337,"(0, 1, 1, 1, 0, 1, 1, 2, 2)","[[0, 1, 1], [1, 0, 1], [1, 2, 2]]",9,2,432,2,7,2,5,2,0,101/010/100,101/110/111,False
338,"(0, 1, 1, 1, 0, 1, 1, 2, 3)","[[0, 1, 1], [1, 0, 1], [1, 2, 3]]",10,4,216,3,7,2,5,1,1,111/010/100,101/110/110,False
339,"(0, 1, 1, 1, 0, 1, 2, 2, 2)","[[0, 1, 1], [1, 0, 1], [2, 2, 2]]",10,3,108,2,7,2,4,3,0,111/010/100,011/101/110,False
340,"(0, 1, 1, 1, 0, 1, 2, 2, 3)","[[0, 1, 1], [1, 0, 1], [2, 2, 3]]",11,5,108,3,7,2,4,2,1,111/010/100,101/110/111,False
341,"(0, 1, 1, 1, 0, 2, 1, 0, 2)","[[0, 1, 1], [1, 0, 2], [1, 0, 2]]",8,2,216,2,6,3,4,2,0,011/011/100,101/110/100,False
342,"(0, 1, 1, 1, 0, 2, 1, 1, 1)","[[0, 1, 1], [1, 0, 2], [1, 1, 1]]",8,1,216,2,7,2,6,1,0,011/101/110,101/010/100,False
343,"(0, 1, 1, 1, 0, 2, 1, 1, 2)","[[0, 1, 1], [1, 0, 2], [1, 1, 2]]",9,2,432,2,7,2,5,2,0,011/110/100,101/110/100,False
344,"(0, 1, 1, 1, 0, 2, 1, 1, 3)","[[0, 1, 1], [1, 0, 2], [1, 1, 3]]",10,4,216,3,7,2,5,1,1,111/011/100,101/110/100,False
345,"(0, 1, 1, 1, 1, 1, 1, 1, 1)","[[0, 1, 1], [1, 1, 1], [1, 1, 1]]",8,0,2322,1,8,1,8,0,0,010/100/100,111/110/000,False
346,"(0, 1, 1, 1, 1, 1, 1, 1, 2)","[[0, 1, 1], [1, 1, 1], [1, 1, 2]]",9,1,1512,2,8,1,7,1,0,101/010/100,111/110/100,False
347,"(0, 1, 1, 1, 1, 1, 1, 2, 2)","[[0, 1, 1], [1, 1, 1], [1, 2, 2]]",10,2,2484,2,8,1,6,2,0,110/010/100,111/110/000,False
348,"(0, 1, 1, 1, 1, 1, 1, 2, 3)","[[0, 1, 1], [1, 1, 1], [1, 2, 3]]",11,4,216,3,8,1,6,1,1,111/010/100,111/110/100,False
349,"(0, 1, 1, 1, 1, 1, 1, 3, 3)","[[0, 1, 1], [1, 1, 1], [1, 3, 3]]",12,6,108,3,8,1,6,0,2,111/010/100,111/110/110,False
350,"(0, 1, 1, 1, 1, 1, 2, 0, 1)","[[0, 1, 1], [1, 1, 1], [2, 0, 1]]",8,1,216,2,7,2,6,1,0,011/110/100,011/100/110,False
351,"(0, 1, 1, 1, 1, 1, 2, 1, 1)","[[0, 1, 1], [1, 1, 1], [2, 1, 1]]",9,1,324,2,8,1,7,1,0,101/010/100,111/011/100,False
352,"(0, 1, 1, 1, 1, 1, 2, 1, 2)","[[0, 1, 1], [1, 1, 1], [2, 1, 2]]",10,2,432,2,8,1,6,2,0,101/010/100,111/101/110,False
353,"(0, 1, 1, 1, 1, 1, 2, 2, 2)","[[0, 1, 1], [1, 1, 1], [2, 2, 2]]",11,3,324,2,8,1,5,3,0,101/010/100,111/110/111,False
354,"(0, 1, 1, 1, 1, 1, 2, 2, 3)","[[0, 1, 1], [1, 1, 1], [2, 2, 3]]",12,5,216,3,8,1,5,2,1,111/010/100,111/101/110,False
355,"(0, 1, 1, 1, 1, 1, 2, 3, 3)","[[0, 1, 1], [1, 1, 1], [2, 3, 3]]",13,7,108,3,8,1,5,1,2,111/010/100,111/110/111,False
356,"(0, 1, 1, 1, 1, 2, 1, 1, 2)","[[0, 1, 1], [1, 1, 2], [1, 1, 2]]",10,2,2484,2,8,1,6,2,0,110/110/100,101/110/000,False
357,"(0, 1, 1, 1, 1, 2, 1, 1, 3)","[[0, 1, 1], [1, 1, 2], [1, 1, 3]]",11,4,216,3,8,1,6,1,1,111/110/100,101/110/100,False
358,"(0, 1, 1, 1, 1, 2, 1, 2, 1)","[[0, 1, 1], [1, 1, 2], [1, 2, 1]]",10,2,216,2,8,1,6,2,0,101/110/100,011/101/110,False
359,"(0, 1, 1, 1, 1, 2, 1, 2, 2)","[[0, 1, 1], [1, 1, 2], [1, 2, 2]]",11,3,864,2,8,1,5,3,0,101/110/100,101/111/110,False
360,"(0, 1, 1, 1, 1, 2, 1, 2, 3)","[[0, 1, 1], [1, 1, 2], [1, 2, 3]]",12,5,648,3,8,1,5,2,1,111/110/100,110/101/110,False
361,"(0, 1, 1, 1, 1, 2, 2, 0, 1)","[[0, 1, 1], [1, 1, 2], [2, 0, 1]]",9,2,216,2,7,2,5,2,0,011/110/100,011/110/100,False
362,"(0, 1, 1, 1, 1, 2, 2, 0, 2)","[[0, 1, 1], [1, 1, 2], [2, 0, 2]]",10,3,216,2,7,2,4,3,0,011/110/100,101/110/110,False
363,"(0, 1, 1, 1, 1, 2, 2, 1, 1)","[[0, 1, 1], [1, 1, 2], [2, 1, 1]]",10,2,216,2,8,1,6,2,0,011/110/100,011/101/110,False
364,"(0, 1, 1, 1, 1, 2, 2, 1, 2)","[[0, 1, 1], [1, 1, 2], [2, 1, 2]]",11,3,432,2,8,1,5,3,0,011/110/100,101/110/111,False
365,"(0, 1, 1, 1, 1, 2, 2, 1, 3)","[[0, 1, 1], [1, 1, 2], [2, 1, 3]]",12,5,216,3,8,1,5,2,1,111/110/100,101/110/110,False
366,"(0, 1, 1, 1, 1, 2, 2, 2, 2)","[[0, 1, 1], [1, 1, 2], [2, 2, 2]]",12,4,216,2,8,1,4,4,0,111/110/100,011/101/110,False
367,"(0, 1, 1, 1, 1, 2, 2, 2, 3)","[[0, 1, 1], [1, 1, 2], [2, 2, 3]]",13,6,216,3,8,1,4,3,1,111/110/100,101/110/111,False
368,"(0, 1, 1, 1, 1, 3, 1, 1, 3)","[[0, 1, 1], [1, 1, 3], [1, 1, 3]]",12,6,108,3,8,1,6,0,2,111/111/100,101/110/100,False
369,"(0, 1, 1, 1, 2, 2, 1, 2, 2)","[[0, 1, 1], [1, 2, 2], [1, 2, 2]]",12,4,1242,2,8,1,4,4,0,110/110/100,110/111/000,False
370,"(0, 1, 1, 1, 2, 2, 1, 2, 3)","[[0, 1, 1], [1, 2, 2], [1, 2, 3]]",13,6,216,3,8,1,4,3,1,111/110/100,110/111/100,False
371,"(0, 1, 1, 1, 2, 2, 1, 3, 3)","[[0, 1, 1], [1, 2, 2], [1, 3, 3]]",14,8,216,3,8,1,4,2,2,111/110/100,110/111/110,False
372,"(0, 1, 1, 1, 2, 2, 2, 1, 1)","[[0, 1, 1], [1, 2, 2], [2, 1, 1]]",11,3,108,2,8,1,5,3,0,011/110/100,011/111/100,False
373,"(0, 1, 1, 1, 2, 2, 2, 1, 2)","[[0, 1, 1], [1, 2, 2], [2, 1, 2]]",12,4,216,2,8,1,4,4,0,011/110/100,101/111/110,False
374,"(0, 1, 1, 1, 2, 2, 2, 2, 2)","[[0, 1, 1], [1, 2, 2], [2, 2, 2]]",13,5,216,2,8,1,3,5,0,011/110/100,110/111/111,False
375,"(0, 1, 1, 1, 2, 2, 2, 2, 3)","[[0, 1, 1], [1, 2, 2], [2, 2, 3]]",14,7,216,3,8,1,3,4,1,111/110/100,101/111/110,False
376,"(0, 1, 1, 1, 2, 2, 2, 3, 3)","[[0, 1, 1], [1, 2, 2], [2, 3, 3]]",15,9,108,3,8,1,3,3,2,111/110/100,110/111/111,False
377,"(0, 1, 1, 1, 2, 3, 1, 2, 3)","[[0, 1, 1], [1, 2, 3], [1, 2, 3]]",14,8,216,3,8,1,4,2,2,111/111/100,110/111/100,False
378,"(0, 1, 1, 1, 3, 3, 1, 3, 3)","[[0, 1, 1], [1, 3, 3], [1, 3, 3]]",16,12,54,3,8,1,4,0,4,111/111/100,110/111/110,False
379,"(0, 1, 1, 2, 0, 1, 2, 0, 1)","[[0, 1, 1], [2, 0, 1], [2, 0, 1]]",8,2,108,2,6,3,4,2,0,011/011/100,011/110/100,False
380,"(0, 1, 1, 2, 0, 1, 2, 1, 2)","[[0, 1, 1], [2, 0, 1], [2, 1, 2]]",10,3,216,2,7,2,4,3,0,111/011/100,011/110/100,False
381,"(0, 1, 1, 2, 0, 2, 2, 0, 2)","[[0, 1, 1], [2, 0, 2], [2, 0, 2]]",10,4,54,2,6,3,2,4,0,011/011/100,101/110/110,False
382,"(0, 1, 1, 2, 0, 2, 2, 1, 3)","[[0, 1, 1], [2, 0, 2], [2, 1, 3]]",12,6,108,3,7,2,3,3,1,111/011/100,101/110/110,False
383,"(0, 1, 1, 2, 1, 1, 2, 1, 1)","[[0, 1, 1], [2, 1, 1], [2, 1, 1]]",10,2,135,2,8,1,6,2,0,011/011/100,011/111/100,False
384,"(0, 1, 1, 2, 1, 1, 2, 2, 2)","[[0, 1, 1], [2, 1, 1], [2, 2, 2]]",12,4,216,2,8,1,4,4,0,111/011/100,011/111/100,False
385,"(0, 1, 1, 2, 1, 2, 2, 1, 2)","[[0, 1, 1], [2, 1, 2], [2, 1, 2]]",12,4,216,2,8,1,4,4,0,011/011/100,101/111/110,False
386,"(0, 1, 1, 2, 1, 2, 2, 2, 3)","[[0, 1, 1], [2, 1, 2], [2, 2, 3]]",14,7,216,3,8,1,3,4,1,111/011/100,101/111/110,False
387,"(0, 1, 1, 2, 1, 3, 2, 1, 3)","[[0, 1, 1], [2, 1, 3], [2, 1, 3]]",14,8,54,3,8,1,4,2,2,111/111/100,101/110/110,False
388,"(0, 1, 1, 2, 2, 2, 2, 2, 2)","[[0, 1, 1], [2, 2, 2], [2, 2, 2]]",14,6,135,2,8,1,2,6,0,011/011/100,110/111/111,False
389,"(0, 1, 1, 2, 2, 2, 2, 3, 3)","[[0, 1, 1], [2, 2, 2], [2, 3, 3]]",16,10,54,3,8,1,2,4,2,111/011/100,110/111/111,False
390,"(0, 1, 1, 2, 2, 3, 2, 2, 3)","[[0, 1, 1], [2, 2, 3], [2, 2, 3]]",16,10,108,3,8,1,2,4,2,111/111/100,101/111/110,False
391,"(0, 1, 1, 2, 3, 3, 2, 3, 3)","[[0, 1, 1], [2, 3, 3], [2, 3, 3]]",18,14,27,3,8,1,2,2,4,111/111/100,110/111/111,False
392,"(0, 1, 2, 0, 1, 2, 0, 1, 2)","[[0, 1, 2], [0, 1, 2], [0, 1, 2]]",9,3,774,2,6,3,3,3,0,110/110/110,110/100/000,False
393,"(0, 1, 2, 0, 1, 2, 0, 1, 3)","[[0, 1, 2], [0, 1, 2], [0, 1, 3]]",10,5,216,3,6,3,3,2,1,111/110/110,110/100/100,False
394,"(0, 1, 2, 0, 1, 2, 0, 2, 1)","[[0, 1, 2], [0, 1, 2], [0, 2, 1]]",9,3,108,2,6,3,3,3,0,101/110/110,110/010/100,False
395,"(0, 1, 2, 0, 1, 2, 0, 2, 2)","[[0, 1, 2], [0, 1, 2], [0, 2, 2]]",10,4,324,2,6,3,2,4,0,101/110/110,110/100/110,False
396,"(0, 1, 2, 0, 1, 2, 0, 2, 3)","[[0, 1, 2], [0, 1, 2], [0, 2, 3]]",11,6,216,3,6,3,2,3,1,111/110/110,110/100/110,False
397,"(0, 1, 2, 0, 1, 2, 1, 0, 2)","[[0, 1, 2], [0, 1, 2], [1, 0, 2]]",9,3,108,2,6,3,3,3,0,101/110/110,100/101/110,False
398,"(0, 1, 2, 0, 1, 2, 1, 1, 1)","[[0, 1, 2], [0, 1, 2], [1, 1, 1]]",9,2,324,2,7,2,5,2,0,011/011/100,111/110/100,False
399,"(0, 1, 2, 0, 1, 2, 1, 1, 2)","[[0, 1, 2], [0, 1, 2], [1, 1, 2]]",10,3,324,2,7,2,4,3,0,101/110/110,101/100/110,False
400,"(0, 1, 2, 0, 1, 2, 1, 1, 3)","[[0, 1, 2], [0, 1, 2], [1, 1, 3]]",11,5,108,3,7,2,4,2,1,111/110/110,101/100/110,False
401,"(0, 1, 2, 0, 1, 2, 1, 2, 1)","[[0, 1, 2], [0, 1, 2], [1, 2, 1]]",10,3,108,2,7,2,4,3,0,101/110/110,101/001/110,False
402,"(0, 1, 2, 0, 1, 2, 1, 2, 2)","[[0, 1, 2], [0, 1, 2], [1, 2, 2]]",11,4,216,2,7,2,3,4,0,101/110/110,110/100/111,False
403,"(0, 1, 2, 0, 1, 2, 1, 2, 3)","[[0, 1, 2], [0, 1, 2], [1, 2, 3]]",12,6,108,3,7,2,3,3,1,111/110/110,110/100/111,False
404,"(0, 1, 2, 0, 1, 3, 0, 1, 3)","[[0, 1, 2], [0, 1, 3], [0, 1, 3]]",11,7,108,3,6,3,3,1,2,111/111/110,110/100/100,False
405,"(0, 1, 2, 0, 2, 1, 0, 2, 2)","[[0, 1, 2], [0, 2, 1], [0, 2, 2]]",10,4,108,2,6,3,2,4,0,111/101/110,110/010/100,False
406,"(0, 1, 2, 0, 2, 2, 0, 2, 2)","[[0, 1, 2], [0, 2, 2], [0, 2, 2]]",11,5,216,2,6,3,1,5,0,101/110/110,110/110/100,False
407,"(0, 1, 2, 0, 2, 2, 0, 2, 3)","[[0, 1, 2], [0, 2, 2], [0, 2, 3]]",12,7,216,3,6,3,1,4,1,111/101/110,110/110/100,False
408,"(0, 1, 2, 0, 2, 3, 0, 2, 3)","[[0, 1, 2], [0, 2, 3], [0, 2, 3]]",13,9,108,3,6,3,1,3,2,111/111/110,110/100/110,False
409,"(0, 1, 2, 1, 0, 2, 1, 1, 2)","[[0, 1, 2], [1, 0, 2], [1, 1, 2]]",10,3,108,2,7,2,4,3,0,011/101/110,101/110/100,False
410,"(0, 1, 2, 1, 0, 2, 1, 1, 3)","[[0, 1, 2], [1, 0, 2], [1, 1, 3]]",11,5,108,3,7,2,4,2,1,111/101/110,100/101/110,False
411,"(0, 1, 2, 1, 1, 1, 1, 1, 1)","[[0, 1, 2], [1, 1, 1], [1, 1, 1]]",9,1,324,2,8,1,7,1,0,011/100/100,111/110/100,False
412,"(0, 1, 2, 1, 1, 1, 1, 1, 2)","[[0, 1, 2], [1, 1, 1], [1, 1, 2]]",10,2,432,2,8,1,6,2,0,011/110/100,111/100/110,False
413,"(0, 1, 2, 1, 1, 1, 1, 2, 1)","[[0, 1, 2], [1, 1, 1], [1, 2, 1]]",10,2,216,2,8,1,6,2,0,011/101/110,011/110/100,False
414,"(0, 1, 2, 1, 1, 1, 1, 2, 2)","[[0, 1, 2], [1, 1, 1], [1, 2, 2]]",11,3,432,2,8,1,5,3,0,011/110/100,111/110/100,False
415,"(0, 1, 2, 1, 1, 1, 1, 2, 3)","[[0, 1, 2], [1, 1, 1], [1, 2, 3]]",12,5,216,3,8,1,5,2,1,111/011/100,111/110/100,False
416,"(0, 1, 2, 1, 1, 2, 1, 1, 2)","[[0, 1, 2], [1, 1, 2], [1, 1, 2]]",11,3,324,2,8,1,5,3,0,101/110/110,101/110/100,False
417,"(0, 1, 2, 1, 1, 2, 1, 1, 3)","[[0, 1, 2], [1, 1, 2], [1, 1, 3]]",12,5,216,3,8,1,5,2,1,111/101/110,101/110/100,False
418,"(0, 1, 2, 1, 1, 2, 1, 2, 2)","[[0, 1, 2], [1, 1, 2], [1, 2, 2]]",12,4,216,2,8,1,4,4,0,011/101/110,111/110/100,False
419,"(0, 1, 2, 1, 1, 2, 1, 2, 3)","[[0, 1, 2], [1, 1, 2], [1, 2, 3]]",13,6,216,3,8,1,4,3,1,111/101/110,100/111/110,False
420,"(0, 1, 2, 1, 1, 3, 1, 1, 3)","[[0, 1, 2], [1, 1, 3], [1, 1, 3]]",13,7,108,3,8,1,5,1,2,111/111/110,101/100/110,False
421,"(0, 1, 2, 1, 2, 1, 1, 2, 1)","[[0, 1, 2], [1, 2, 1], [1, 2, 1]]",11,3,108,2,8,1,5,3,0,101/110/110,110/011/100,False
422,"(0, 1, 2, 1, 2, 1, 1, 2, 2)","[[0, 1, 2], [1, 2, 1], [1, 2, 2]]",12,4,216,2,8,1,4,4,0,111/101/110,110/011/100,False
423,"(0, 1, 2, 1, 2, 2, 1, 2, 2)","[[0, 1, 2], [1, 2, 2], [1, 2, 2]]",13,5,216,2,8,1,3,5,0,101/110/110,110/111/100,False
424,"(0, 1, 2, 1, 2, 2, 1, 2, 3)","[[0, 1, 2], [1, 2, 2], [1, 2, 3]]",14,7,216,3,8,1,3,4,1,111/101/110,110/111/100,False
425,"(0, 1, 2, 1, 2, 3, 1, 2, 3)","[[0, 1, 2], [1, 2, 3], [1, 2, 3]]",15,9,108,3,8,1,3,3,2,111/111/110,110/100/111,False
426,"(0, 1, 3, 0, 1, 3, 0, 1, 3)","[[0, 1, 3], [0, 1, 3], [0, 1, 3]]",12,9,18,3,6,3,3,0,3,111/111/111,110/100/100,False
427,"(0, 2, 2, 0, 2, 2, 0, 2, 2)","[[0, 2, 2], [0, 2, 2], [0, 2, 2]]",12,6,225,2,6,3,0,6,0,110/110/110,110/110/000,False
428,"(0, 2, 2, 0, 2, 2, 0, 2, 3)","[[0, 2, 2], [0, 2, 2], [0, 2, 3]]",13,8,54,3,6,3,0,5,1,111/110/110,110/110/100,False
429,"(0, 2, 2, 0, 2, 2, 0, 3, 3)","[[0, 2, 2], [0, 2, 2], [0, 3, 3]]",14,10,81,3,6,3,0,4,2,111/110/110,110/110/110,False
430,"(0, 2, 2, 0, 2, 2, 1, 1, 1)","[[0, 2, 2], [0, 2, 2], [1, 1, 1]]",11,4,81,2,7,2,3,4,0,011/011/100,111/110/110,False
431,"(0, 2, 2, 0, 2, 2, 1, 1, 2)","[[0, 2, 2], [0, 2, 2], [1, 1, 2]]",12,5,108,2,7,2,2,5,0,101/110/110,101/101/110,False
432,"(0, 2, 2, 0, 2, 2, 1, 2, 2)","[[0, 2, 2], [0, 2, 2], [1, 2, 2]]",13,6,81,2,7,2,1,6,0,101/110/110,110/110/111,False
433,"(0, 2, 2, 0, 2, 2, 1, 2, 3)","[[0, 2, 2], [0, 2, 2], [1, 2, 3]]",14,8,54,3,7,2,1,5,1,111/110/110,101/101/110,False
434,"(0, 2, 2, 0, 2, 2, 1, 3, 3)","[[0, 2, 2], [0, 2, 2], [1, 3, 3]]",15,10,27,3,7,2,1,4,2,111/110/110,110/110/111,False
435,"(0, 2, 2, 0, 2, 3, 0, 2, 3)","[[0, 2, 2], [0, 2, 3], [0, 2, 3]]",14,10,54,3,6,3,0,4,2,111/111/110,110/110/100,False
436,"(0, 2, 2, 0, 3, 3, 0, 3, 3)","[[0, 2, 2], [0, 3, 3], [0, 3, 3]]",16,14,27,3,6,3,0,2,4,111/111/110,110/110/110,False
437,"(0, 2, 2, 1, 1, 1, 1, 1, 1)","[[0, 2, 2], [1, 1, 1], [1, 1, 1]]",10,2,135,2,8,1,6,2,0,011/100/100,111/110/110,False
438,"(0, 2, 2, 1, 1, 1, 1, 2, 2)","[[0, 2, 2], [1, 1, 1], [1, 2, 2]]",12,4,216,2,8,1,4,4,0,011/110/100,111/110/110,False
439,"(0, 2, 2, 1, 1, 1, 1, 3, 3)","[[0, 2, 2], [1, 1, 1], [1, 3, 3]]",14,8,54,3,8,1,4,2,2,111/011/100,111/110/110,False
440,"(0, 2, 2, 1, 1, 2, 1, 1, 2)","[[0, 2, 2], [1, 1, 2], [1, 1, 2]]",12,4,216,2,8,1,4,4,0,101/110/110,110/101/110,False
441,"(0, 2, 2, 1, 1, 2, 1, 2, 3)","[[0, 2, 2], [1, 1, 2], [1, 2, 3]]",14,7,216,3,8,1,3,4,1,111/101/110,110/101/110,False
442,"(0, 2, 2, 1, 2, 2, 1, 2, 2)","[[0, 2, 2], [1, 2, 2], [1, 2, 2]]",14,6,135,2,8,1,2,6,0,101/110/110,110/111/110,False
443,"(0, 2, 2, 1, 2, 2, 1, 3, 3)","[[0, 2, 2], [1, 2, 2], [1, 3, 3]]",16,10,108,3,8,1,2,4,2,111/101/110,110/111/110,False
444,"(0, 2, 2, 1, 2, 3, 1, 2, 3)","[[0, 2, 2], [1, 2, 3], [1, 2, 3]]",16,10,54,3,8,1,2,4,2,111/111/110,101/101/110,False
445,"(0, 2, 2, 1, 3, 3, 1, 3, 3)","[[0, 2, 2], [1, 3, 3], [1, 3, 3]]",18,14,27,3,8,1,2,2,4,111/111/110,110/110/111,False
446,"(0, 2, 3, 0, 2, 3, 0, 2, 3)","[[0, 2, 3], [0, 2, 3], [0, 2, 3]]",15,12,18,3,6,3,0,3,3,111/111/111,110/110/100,False
447,"(0, 3, 3, 0, 3, 3, 0, 3, 3)","[[0, 3, 3], [0, 3, 3], [0, 3, 3]]",18,18,3,3,6,3,0,0,6,111/111/111,110/110/110,False
448,"(1, 1, 1, 1, 1, 1, 1, 1, 1)","[[1, 1, 1], [1, 1, 1], [1, 1, 1]]",9,0,1443,1,9,0,9,0,0,100/100/100,111/000/000,False
449,"(1, 1, 1, 1, 1, 1, 1, 1, 2)","[[1, 1, 1], [1, 1, 1], [1, 1, 2]]",10,1,1512,2,9,0,8,1,0,110/100/100,111/100/000,False
450,"(1, 1, 1, 1, 1, 1, 1, 1, 3)","[[1, 1, 1], [1, 1, 1], [1, 1, 3]]",11,3,27,3,9,0,8,0,1,111/100/100,111/100/100,False
451,"(1, 1, 1, 1, 1, 1, 1, 2, 2)","[[1, 1, 1], [1, 1, 1], [1, 2, 2]]",11,2,1404,2,9,0,7,2,0,110/100/100,111/110/000,False
452,"(1, 1, 1, 1, 1, 1, 1, 2, 3)","[[1, 1, 1], [1, 1, 1], [1, 2, 3]]",12,4,108,3,9,0,7,1,1,111/100/100,111/110/100,False
453,"(1, 1, 1, 1, 1, 1, 1, 3, 3)","[[1, 1, 1], [1, 1, 1], [1, 3, 3]]",13,6,27,3,9,0,7,0,2,111/100/100,111/110/110,False
454,"(1, 1, 1, 1, 1, 1, 2, 2, 2)","[[1, 1, 1], [1, 1, 1], [2, 2, 2]]",12,3,801,2,9,0,6,3,0,110/100/100,111/111/000,False
455,"(1, 1, 1, 1, 1, 1, 2, 2, 3)","[[1, 1, 1], [1, 1, 1], [2, 2, 3]]",13,5,162,3,9,0,6,2,1,111/100/100,111/111/100,False
456,"(1, 1, 1, 1, 1, 1, 2, 3, 3)","[[1, 1, 1], [1, 1, 1], [2, 3, 3]]",14,7,108,3,9,0,6,1,2,111/100/100,111/111/110,False
457,"(1, 1, 1, 1, 1, 1, 3, 3, 3)","[[1, 1, 1], [1, 1, 1], [3, 3, 3]]",15,9,27,3,9,0,6,0,3,111/100/100,111/111/111,False
458,"(1, 1, 1, 1, 1, 2, 1, 1, 2)","[[1, 1, 1], [1, 1, 2], [1, 1, 2]]",11,2,1404,2,9,0,7,2,0,110/110/100,111/100/000,False
459,"(1, 1, 1, 1, 1, 2, 1, 1, 3)","[[1, 1, 1], [1, 1, 2], [1, 1, 3]]",12,4,108,3,9,0,7,1,1,111/110/100,111/100/100,False
460,"(1, 1, 1, 1, 1, 2, 1, 2, 1)","[[1, 1, 1], [1, 1, 2], [1, 2, 1]]",11,2,108,2,9,0,7,2,0,101/110/100,111/010/100,False
